date_of_interest,total_case_count,total_death_count,bx_case_count,bx_death_count,bk_case_count,bk_death_count,mn_case_count,mn_death_count,qn_case_count,qn_death_count,si_case_count,si_death_count
2024-10-29,110,0,14,0,41,0,17,0,29,0,9,0
2024-10-30,114,3,21,1,30,1,21,0,24,0,18,1
2024-10-31,120,1,20,1,43,0,21,0,27,0,9,0
2024-11-01,107,0,13,0,32,0,20,0,28,0,14,0
2024-11-02,67,1,9,0,16,1,14,0,20,0,8,0
2024-11-03,69,0,10,0,28,0,12,0,12,0,7,0
2024-11-04,122,1,10,0,49,0,16,0,30,0,16,1
2024-11-05,89,3,15,1,34,1,15,1,19,0,6,0
2024-11-06,88,0,13,0,35,0,12,0,18,0,10,0
2024-11-07,113,0,14,0,51,0,16,0,24,0,8,0
2024-11-08,86,1,11,0,31,1,19,0,17,0,8,0
2024-11-09,56,0,8,0,15,0,10,0,16,0,7,0
2024-11-10,62,0,10,0,27,0,6,0,16,0,3,0
2024-11-11,113,2,18,0,52,1,11,0,24,0,8,1
2024-11-12,120,1,10,0,50,0,11,0,36,0,13,1
2024-11-13,101,1,10,0,45,0,19,1,19,0,8,0
2024-11-14,86,1,11,0,33,1,11,0,23,0,8,0
2024-11-15,91,0,13,0,35,0,17,0,19,0,7,0
2024-11-16,50,1,5,0,12,0,11,0,19,1,3,0
2024-11-17,81,0,11,0,30,0,11,0,13,0,16,0
2024-11-18,111,0,8,0,48,0,19,0,27,0,9,0
2024-11-19,117,3,19,0,51,0,13,1,24,2,10,0
2024-11-20,89,1,12,0,35,1,12,0,29,0,1,0
2024-11-21,109,1,15,0,47,0,13,0,29,1,5,0
2024-11-22,79,0,8,0,39,0,6,0,19,0,7,0
2024-11-23,74,0,15,0,24,0,6,0,21,0,8,0
2024-11-24,84,0,8,0,43,0,11,0,18,0,4,0
2024-11-25,116,1,13,0,49,0,17,0,30,1,7,0
2024-11-26,107,0,14,0,41,0,13,0,27,0,12,0
2024-11-27,107,0,13,0,44,0,18,0,24,0,8,0
2024-11-28,59,0,9,0,20,0,4,0,22,0,4,0
2024-11-29,82,1,10,0,28,0,11,0,19,1,14,0
2024-11-30,80,0,16,0,24,0,9,0,25,0,6,0
2024-12-01,83,1,8,0,36,0,14,0,16,1,9,0
2024-12-02,149,0,28,0,46,0,27,0,36,0,12,0
2024-12-03,139,0,28,0,50,0,18,0,33,0,10,0
2024-12-04,140,1,25,0,46,0,18,0,39,1,12,0
2024-12-05,140,1,21,0,48,0,19,0,44,1,8,0
2024-12-06,129,0,20,0,36,0,17,0,43,0,13,0
2024-12-07,78,1,15,0,26,0,6,0,24,1,7,0
2024-12-08,104,1,9,0,36,0,13,1,33,0,13,0
2024-12-09,150,0,35,0,42,0,18,0,45,0,10,0
2024-12-10,196,1,31,0,55,0,31,0,60,0,19,1
2024-12-11,167,0,36,0,49,0,22,0,48,0,12,0
2024-12-12,159,2,35,0,49,0,18,0,49,2,8,0
2024-12-13,138,2,20,2,57,0,15,0,32,0,14,0
2024-12-14,95,2,12,0,29,0,19,1,26,1,9,0
2024-12-15,98,0,8,0,39,0,14,0,25,0,12,0
2024-12-16,203,2,42,0,56,1,29,0,60,1,16,0
2024-12-17,239,1,47,0,73,0,33,0,64,1,22,0
2024-12-18,193,2,31,0,50,1,34,1,57,0,21,0
2024-12-19,172,0,26,0,60,0,24,0,42,0,20,0
2024-12-20,170,0,35,0,51,0,24,0,44,0,16,0
2024-12-21,107,2,22,0,36,2,16,0,23,0,10,0
2024-12-22,99,2,16,0,26,1,15,0,29,1,13,0
2024-12-23,196,0,27,0,64,0,34,0,51,0,20,0
2024-12-24,140,0,22,0,52,0,20,0,34,0,12,0
2024-12-25,99,0,14,0,40,0,17,0,23,0,5,0
2024-12-26,219,1,42,0,64,1,17,0,67,0,29,0
2024-12-27,243,2,49,0,64,0,34,0,61,2,35,0
2024-12-28,159,1,27,0,50,0,20,1,48,0,14,0
2024-12-29,185,1,32,1,69,0,30,0,38,0,16,0
2024-12-30,306,1,56,0,84,0,41,0,84,1,41,0
2024-12-31,210,3,31,0,51,2,32,0,70,1,26,0
2025-01-01,148,4,23,1,41,0,21,1,43,1,20,1
2025-01-02,291,3,50,0,89,0,33,1,90,1,29,1
2025-01-03,238,2,50,1,76,0,29,0,61,1,22,0
2025-01-04,173,1,30,0,44,1,27,0,57,0,15,0
2025-01-05,200,2,36,0,54,2,19,0,65,0,26,0
2025-01-06,285,1,56,0,75,0,39,0,93,0,22,1
2025-01-07,274,0,61,0,76,0,42,0,70,0,25,0
2025-01-08,245,2,50,1,80,0,34,0,69,1,12,0
2025-01-09,240,3,44,0,73,1,29,1,71,1,23,0
2025-01-10,209,4,46,0,57,1,39,1,53,2,14,0
2025-01-11,191,2,29,0,67,1,32,1,50,0,13,0
2025-01-12,154,0,25,0,50,0,17,0,44,0,18,0
2025-01-13,369,2,83,1,116,0,45,1,101,0,24,0
2025-01-14,330,3,73,2,100,0,43,0,86,1,28,0
2025-01-15,283,2,73,1,83,0,39,0,69,1,19,0
2025-01-16,267,6,63,3,79,0,38,1,63,1,24,1
2025-01-17,265,4,75,0,82,2,25,1,64,1,19,0
2025-01-18,189,2,37,0,52,0,32,1,51,1,17,0
2025-01-19,204,2,40,1,52,0,33,1,58,0,21,0
2025-01-20,237,2,45,0,57,2,35,0,74,0,26,0
2025-01-21,325,0,85,0,91,0,52,0,79,0,18,0
2025-01-22,312,4,75,2,74,0,53,2,84,0,26,0
2025-01-23,317,2,69,0,106,1,32,1,87,0,23,0
2025-01-24,287,0,55,0,85,0,45,0,85,0,17,0
2025-01-25,198,1,38,0,64,0,29,0,50,1,17,0
2025-01-26,189,2,39,0,55,1,21,0,59,1,15,0
2025-01-27,378,4,71,1,104,0,60,0,112,3,31,0
2025-01-28,321,3,87,0,93,1,39,0,72,2,30,0
2025-01-29,341,0,72,0,103,0,42,0,88,0,36,0
2025-01-30,336,2,68,0,112,0,50,1,78,1,28,0
2025-01-31,314,0,69,0,97,0,48,0,79,0,21,0
2025-02-01,206,3,42,0,60,1,20,1,66,0,18,1
2025-02-02,185,2,27,0,63,1,22,0,47,1,26,0
2025-02-03,410,3,71,2,137,1,51,0,105,0,46,0
2025-02-04,386,1,86,1,112,0,56,0,98,0,34,0
2025-02-05,392,8,96,0,105,3,62,1,93,4,36,0
2025-02-06,302,1,62,0,84,0,43,0,96,1,17,0
2025-02-07,309,3,64,2,87,0,39,0,77,1,42,0
2025-02-08,228,1,36,0,66,1,31,0,78,0,17,0
2025-02-09,181,2,21,0,50,0,35,0,50,1,25,1
2025-02-10,421,0,105,0,117,0,60,0,104,0,35,0
2025-02-11,370,2,73,0,92,0,48,0,111,1,46,1
2025-02-12,351,3,85,0,97,2,54,0,89,1,26,0
2025-02-13,328,2,69,0,94,0,51,2,89,0,25,0
2025-02-14,265,3,72,1,57,0,36,0,72,1,28,1
2025-02-15,163,4,29,1,37,2,31,1,57,0,9,0
2025-02-16,185,2,28,0,51,1,27,0,51,1,28,0
2025-02-17,244,1,41,0,62,0,34,0,77,0,30,1
2025-02-18,321,1,72,0,89,0,55,1,84,0,21,0
2025-02-19,321,3,72,0,91,2,50,0,76,1,32,0
2025-02-20,344,4,73,1,99,0,47,2,97,0,28,1
2025-02-21,270,5,63,0,67,2,48,0,69,3,22,0
2025-02-22,200,2,42,1,66,0,22,0,48,1,22,0
2025-02-23,204,1,38,0,70,0,22,0,53,1,21,0
2025-02-24,367,3,84,1,90,0,56,0,106,1,31,1
2025-02-25,347,2,67,1,98,0,54,1,96,0,32,0
2025-02-26,313,1,75,1,83,0,59,0,72,0,24,0
2025-02-27,323,5,75,0,95,1,36,1,85,3,32,0
2025-02-28,326,4,67,0,99,0,51,0,87,3,22,1
2025-03-01,205,3,37,1,56,0,34,1,63,1,15,0
2025-03-02,170,3,37,0,53,3,19,0,45,0,16,0
2025-03-03,355,2,96,0,94,1,52,0,91,1,22,0
2025-03-04,381,1,93,0,118,0,47,0,98,0,25,1
2025-03-05,341,1,75,0,98,0,51,0,101,1,16,0
2025-03-06,340,3,74,0,93,2,47,0,99,1,27,0
2025-03-07,322,2,72,0,102,1,51,0,80,1,17,0
2025-03-08,193,0,33,0,56,0,41,0,48,0,15,0
2025-03-09,208,0,39,0,69,0,28,0,61,0,11,0
2025-03-10,462,1,124,0,143,1,66,0,105,0,24,0
2025-03-11,433,2,104,0,139,0,60,1,106,1,24,0
2025-03-12,417,1,97,0,125,0,74,0,105,1,16,0
2025-03-13,396,0,102,0,120,0,52,0,92,0,30,0
2025-03-14,340,3,70,0,85,1,62,0,109,2,14,0
2025-03-15,240,4,60,0,64,1,39,0,68,3,9,0
2025-03-16,266,2,52,1,71,0,42,0,81,1,20,0
2025-03-17,509,3,137,2,152,0,71,0,127,1,22,0
2025-03-18,407,2,116,0,130,1,56,0,90,1,15,0
2025-03-19,441,4,120,1,132,1,55,2,116,0,18,0
2025-03-20,416,2,97,1,130,0,55,0,117,1,16,0
2025-03-21,314,0,83,0,84,0,49,0,81,0,17,0
2025-03-22,227,0,49,0,60,0,44,0,67,0,7,0
2025-03-23,225,2,46,0,64,0,24,0,71,2,20,0
2025-03-24,430,1,93,0,133,0,72,1,109,0,23,0
2025-03-25,435,3,104,0,111,2,73,1,119,0,28,0
2025-03-26,464,2,109,0,128,1,60,0,142,1,25,0
2025-03-27,361,1,86,0,107,0,45,1,102,0,21,0
2025-03-28,330,1,79,0,92,1,67,0,80,0,12,0
2025-03-29,221,1,58,0,55,1,29,0,65,0,14,0
2025-03-30,231,2,37,0,78,0,34,1,68,0,14,1
2025-03-31,417,3,115,1,118,2,56,0,105,0,23,0
2025-04-01,416,1,100,0,106,1,59,0,116,0,35,0
2025-04-02,378,2,93,0,114,0,50,1,102,1,19,0
2025-04-03,387,3,95,0,115,0,60,1,99,2,18,0
2025-04-04,297,2,64,1,81,1,54,0,78,0,20,0
2025-04-05,189,2,40,0,50,1,35,1,54,0,10,0
2025-04-06,223,3,41,0,71,2,35,0,64,1,12,0
2025-04-07,370,0,105,0,88,0,41,0,119,0,17,0
2025-04-08,373,3,82,1,105,0,62,1,107,0,17,1
2025-04-09,328,3,71,2,99,0,53,0,82,0,22,1
2025-04-10,291,0,63,0,85,0,44,0,86,0,13,0
2025-04-11,251,0,45,0,75,0,42,0,76,0,13,0
2025-04-12,179,1,45,0,59,0,25,0,40,0,10,1
2025-04-13,157,2,32,1,45,0,25,0,44,1,11,0
2025-04-14,310,2,67,1,81,0,53,1,91,0,18,0
2025-04-15,296,1,66,0,81,0,62,1,71,0,16,0
2025-04-16,280,1,66,0,70,0,43,0,82,1,19,0
2025-04-17,277,4,56,0,76,0,50,3,87,0,8,1
2025-04-18,223,2,51,0,61,2,31,0,71,0,9,0
2025-04-19,181,4,27,1,43,1,37,1,57,1,17,0
2025-04-20,127,1,26,0,40,1,21,0,29,0,11,0
2025-04-21,312,2,62,0,93,1,41,0,100,1,16,0
2025-04-22,254,0,56,0,81,0,34,0,68,0,15,0
2025-04-23,248,2,56,0,76,0,47,0,62,0,7,2
2025-04-24,237,1,47,1,66,0,39,0,72,0,13,0
2025-04-25,192,2,35,1,61,1,26,0,62,0,8,0
2025-04-26,125,2,15,1,38,0,24,1,39,0,9,0
2025-04-27,114,0,18,0,35,0,17,0,38,0,6,0
2025-04-28,199,1,43,0,55,0,40,1,46,0,15,0
2025-04-29,192,4,36,0,59,2,33,0,58,1,6,1
2025-04-30,193,0,40,0,48,0,33,0,62,0,10,0
2025-05-01,142,2,25,0,31,0,22,2,51,0,13,0
2025-05-02,172,1,39,0,34,0,25,1,62,0,12,0
2025-05-03,101,1,18,0,22,1,14,0,35,0,12,0
2025-05-04,109,1,18,0,23,1,21,0,41,0,6,0
2025-05-05,132,1,26,0,33,0,23,0,44,1,6,0
